Pm2.5,Pm10,No2,So2,Co,Aqi,Date,City
86.8,138.74,96.18,29.03,9.96,195,2019-01-06,Chicago
138.59,253.81,84.0,39.3,3.83,447,2019-01-07,Chicago
188.24,263.42,43.01,20.24,5.07,0,2019-01-08,Chicago
77.16,124.62,25.85,40.36,8.02,174,2019-01-09,Chicago
107.13,220.89,77.59,45.63,9.9,349,2019-01-10,Chicago
140.63,133.16,78.21,41.11,6.73,182,2019-01-11,Chicago
45.3,60.82,51.13,6.93,3.18,305,2019-01-12,Chicago
171.8,44.04,54.12,4.37,6.38,241,2019-01-13,Chicago
28.99,197.23,60.24,41.61,2.32,336,2019-01-14,Chicago
193.14,239.8,82.09,8.95,3.1,140,2019-01-15,Chicago
167.96,73.34,79.4,29.89,2.15,303,2019-01-16,Chicago
61.66,233.6,78.3,28.38,9.22,408,2019-01-17,Chicago
175.14,75.52,16.15,37.1,9.34,45,2019-01-18,Chicago
156.08,24.52,64.59,10.01,3.21,189,2019-01-19,Chicago
14.23,90.62,53.44,24.15,6.78,326,2019-01-20,Chicago
49.36,298.85,23.83,6.37,7.53,441,2019-01-21,Chicago
157.1,257.8,12.78,33.99,5.43,145,2019-01-22,Chicago
47.38,278.77,76.64,38.74,0.9,471,2019-01-23,Chicago
178.92,189.1,88.38,8.37,9.58,302,2019-01-24,Chicago
78.34,185.93,99.93,26.28,0.79,100,2019-01-25,Chicago
33.45,153.49,45.34,24.18,3.98,412,2019-01-26,Chicago
11.28,31.83,71.08,37.57,8.11,228,2019-01-27,Chicago
32.23,287.44,14.19,42.93,1.8,11,2019-01-28,Chicago
63.65,185.3,29.52,35.01,3.26,452,2019-01-29,Chicago
174.6,60.57,56.44,21.91,1.75,443,2019-01-30,Chicago
142.38,180.48,6.91,39.82,0.51,238,2019-01-31,Chicago
54.88,56.3,8.41,44.55,8.29,312,2019-02-01,Chicago
181.15,81.75,77.19,6.68,6.67,419,2019-02-02,Chicago
46.42,30.78,17.89,35.02,8.84,108,2019-02-03,Chicago
28.7,34.35,36.64,43.13,4.28,331,2019-02-04,Chicago
159.07,222.8,83.97,35.13,8.23,169,2019-02-05,Chicago
22.4,68.1,33.97,27.27,0.71,228,2019-02-06,Chicago
181.5,280.28,42.97,27.95,6.01,126,2019-02-07,Chicago
17.2,240.87,29.66,38.64,0.91,171,2019-02-08,Chicago
70.1,32.42,41.73,37.91,8.78,432,2019-02-09,Chicago
93.7,84.99,23.66,36.86,0.86,32,2019-02-10,Chicago
173.34,44.11,10.16,34.02,9.77,56,2019-02-11,Chicago
127.41,120.23,16.76,25.06,6.88,305,2019-02-12,Chicago
98.61,88.27,17.28,15.29,7.66,381,2019-02-13,Chicago
165.99,242.34,40.61,25.3,2.38,59,2019-02-14,Chicago
126.04,246.02,22.75,30.36,0.73,442,2019-02-15,Chicago
14.26,147.96,8.57,18.13,3.0,90,2019-02-16,Chicago
83.8,67.35,77.9,46.97,7.2,193,2019-02-17,Chicago
28.82,169.34,76.86,46.83,1.94,84,2019-02-18,Chicago
86.77,220.72,28.56,49.02,1.26,147,2019-02-19,Chicago
120.4,192.4,92.17,40.0,7.48,414,2019-02-20,Chicago
42.51,87.81,7.26,40.32,5.63,340,2019-02-21,Chicago
67.8,250.98,95.26,21.24,6.87,331,2019-02-22,Chicago
125.76,123.23,39.36,30.87,7.9,321,2019-02-23,Chicago
198.49,239.81,11.69,3.91,3.21,389,2019-02-24,Chicago
161.65,265.07,47.03,48.88,6.78,122,2019-02-25,Chicago
124.2,148.22,96.2,15.91,8.13,235,2019-02-26,Chicago
194.02,143.7,36.94,48.96,2.88,155,2019-02-27,Chicago
154.04,87.73,47.4,25.79,5.78,50,2019-02-28,Chicago
46.54,151.33,40.36,45.88,1.81,219,2019-03-01,Chicago
123.43,103.33,54.73,29.55,2.78,185,2019-03-02,Chicago
12.52,290.13,36.68,44.2,9.71,319,2019-03-03,Chicago
173.29,104.66,59.29,23.03,3.87,466,2019-03-04,Chicago
126.11,172.8,99.46,43.54,9.3,407,2019-03-05,Chicago
17.68,22.33,21.89,38.23,5.79,63,2019-03-06,Chicago
102.83,150.98,10.83,24.58,1.7,298,2019-03-07,Chicago
55.35,158.84,66.44,30.65,7.82,178,2019-03-08,Chicago
30.89,237.55,94.75,2.87,9.85,463,2019-03-09,Chicago
28.1,74.46,88.25,40.92,5.32,276,2019-03-10,Chicago
116.21,44.3,56.85,49.12,9.22,49,2019-03-11,Chicago
162.12,143.63,22.17,22.8,0.51,294,2019-03-12,Chicago
179.36,129.37,46.63,9.66,9.59,80,2019-03-13,Chicago
16.14,256.83,33.42,43.79,3.16,225,2019-03-14,Chicago
86.55,124.74,50.31,45.95,7.24,56,2019-03-15,Chicago
88.74,103.14,23.41,49.28,2.07,13,2019-03-16,Chicago
13.08,189.88,95.4,39.36,5.42,270,2019-03-17,Chicago
66.45,127.82,58.57,21.4,1.75,1,2019-03-18,Chicago
147.71,140.92,29.02,41.26,8.99,9,2019-03-19,Chicago
106.3,175.1,99.84,41.22,0.71,100,2019-03-20,Chicago
166.65,48.27,9.12,41.62,6.3,146,2019-03-21,Chicago
84.44,130.47,34.44,35.56,9.58,154,2019-03-22,Chicago
148.55,273.75,69.32,20.07,8.15,365,2019-03-23,Chicago
86.14,74.94,70.76,12.59,3.11,23,2019-03-24,Chicago
198.04,74.93,7.54,35.86,0.82,177,2019-03-25,Chicago
105.68,72.19,56.82,28.83,8.73,253,2019-03-26,Chicago
178.4,144.54,9.81,15.39,6.12,452,2019-03-27,Chicago
94.56,264.79,67.05,9.85,7.57,324,2019-03-28,Chicago
65.22,144.54,25.1,21.3,0.67,258,2019-03-29,Chicago
91.72,157.05,49.65,48.34,8.0,212,2019-03-30,Chicago
112.6,173.56,15.68,37.85,8.09,246,2019-03-31,Chicago
178.83,207.65,11.65,26.8,2.06,271,2019-04-01,Chicago
157.12,27.17,15.1,35.92,1.73,175,2019-04-02,Chicago
131.22,121.3,81.03,11.54,2.12,76,2019-04-03,Chicago
105.17,102.49,32.93,4.19,4.53,63,2019-04-04,Chicago
120.69,135.87,32.98,49.63,1.85,204,2019-04-05,Chicago
115.29,243.57,85.23,39.36,6.58,404,2019-04-06,Chicago
176.76,76.93,17.68,18.02,3.1,91,2019-04-07,Chicago
183.04,28.05,13.96,48.61,8.17,495,2019-04-08,Chicago
75.41,240.09,30.89,42.96,5.0,483,2019-04-09,Chicago
56.08,38.85,94.98,42.98,6.31,194,2019-04-10,Chicago
175.63,292.23,58.34,26.07,0.11,100,2019-04-11,Chicago
11.46,73.37,62.25,9.97,9.93,247,2019-04-12,Chicago
131.25,86.29,6.59,24.07,0.27,194,2019-04-13,Chicago
171.92,76.53,88.63,14.34,1.03,42,2019-04-14,Chicago
193.23,191.4,19.92,13.03,3.75,62,2019-04-15,Chicago
87.4,220.13,59.14,36.05,6.96,342,2019-04-16,Chicago
99.32,162.91,90.45,44.83,0.88,443,2019-04-17,Chicago
144.5,155.6,85.52,15.52,6.65,253,2019-04-18,Chicago
72.96,145.51,23.32,30.25,6.89,389,2019-04-19,Chicago
68.38,241.4,98.47,12.43,4.49,291,2019-04-20,Chicago
151.29,221.78,91.18,18.69,6.61,146,2019-04-21,Chicago
140.67,157.15,9.52,38.28,5.2,263,2019-04-22,Chicago
98.37,33.1,57.99,15.05,1.99,87,2019-04-23,Chicago
157.3,155.04,22.39,18.43,2.89,212,2019-04-24,Chicago
107.79,39.11,40.01,47.41,2.35,35,2019-04-25,Chicago
111.9,222.57,53.21,29.0,8.84,277,2019-04-26,Chicago
178.67,200.06,46.35,16.29,2.99,33,2019-04-27,Chicago
60.19,201.39,65.79,24.07,8.37,313,2019-04-28,Chicago
55.4,281.75,91.79,19.34,6.7,143,2019-04-29,Chicago
65.14,60.21,94.41,36.03,2.03,69,2019-04-30,Chicago
67.21,187.21,22.49,28.38,2.56,361,2019-05-01,Chicago
167.69,174.79,30.0,28.73,3.15,234,2019-05-02,Chicago
148.87,121.2,70.58,33.19,4.89,61,2019-05-03,Chicago
46.0,31.19,69.92,36.82,4.05,174,2019-05-04,Chicago
27.69,73.15,57.78,37.55,5.25,404,2019-05-05,Chicago
143.1,283.66,42.32,27.59,6.72,37,2019-05-06,Chicago
105.69,277.8,97.54,30.23,0.56,447,2019-05-07,Chicago
162.42,56.83,84.73,5.28,6.8,293,2019-05-08,Chicago
98.12,99.01,61.25,9.14,1.2,340,2019-05-09,Chicago
26.4,203.91,58.71,9.53,5.92,135,2019-05-10,Chicago
27.96,90.14,60.76,19.53,8.38,207,2019-05-11,Chicago
21.33,82.88,82.77,48.71,3.72,76,2019-05-12,Chicago
119.35,217.79,19.65,47.96,4.74,23,2019-05-13,Chicago
52.92,71.85,29.19,7.8,7.94,63,2019-05-14,Chicago
80.28,105.75,61.85,48.6,5.07,200,2019-05-15,Chicago
113.54,32.43,79.3,48.83,8.61,143,2019-05-16,Chicago
143.5,190.82,62.76,13.64,1.75,46,2019-05-17,Chicago
184.68,82.02,85.43,41.25,3.59,203,2019-05-18,Chicago
195.72,203.6,9.98,43.39,4.52,40,2019-05-19,Chicago
180.71,198.78,23.55,32.92,1.71,167,2019-05-20,Chicago
37.38,112.59,32.33,43.9,3.59,249,2019-05-21,Chicago
73.62,264.7,75.97,27.52,3.55,378,2019-05-22,Chicago
97.75,249.04,56.28,49.36,0.9,459,2019-05-23,Chicago
57.55,283.63,96.48,41.34,0.28,78,2019-05-24,Chicago
153.32,266.78,16.48,3.85,5.42,492,2019-05-25,Chicago
35.74,62.01,8.0,13.27,9.89,248,2019-05-26,Chicago
109.1,227.12,10.39,49.19,6.28,229,2019-05-27,Chicago
110.21,178.82,56.07,28.69,1.36,176,2019-05-28,Chicago
56.77,145.38,11.32,49.19,0.24,153,2019-05-29,Chicago
164.66,81.08,68.88,43.77,2.92,137,2019-05-30,Chicago
42.62,125.35,72.75,45.69,0.1,88,2019-05-31,Chicago
131.23,134.86,8.4,11.22,3.04,35,2019-06-01,Chicago
87.29,255.79,77.38,2.97,5.55,192,2019-06-02,Chicago
63.15,272.3,77.35,42.21,4.64,133,2019-06-03,Chicago
170.65,151.34,18.17,34.77,1.18,33,2019-06-04,Chicago
21.14,154.33,70.44,34.38,6.98,74,2019-06-05,Chicago
151.47,97.88,9.4,31.46,0.14,392,2019-06-06,Chicago
131.63,57.15,74.4,3.16,9.14,30,2019-06-07,Chicago
180.48,49.74,15.12,35.15,2.28,22,2019-06-08,Chicago
115.53,227.2,7.0,11.6,9.92,355,2019-06-09,Chicago
23.63,272.51,5.81,6.75,5.02,453,2019-06-10,Chicago
150.57,144.29,90.82,28.67,3.76,174,2019-06-11,Chicago
92.3,297.55,92.87,31.94,0.11,477,2019-06-12,Chicago
14.77,155.58,50.05,3.47,6.6,168,2019-06-13,Chicago
167.3,96.49,29.32,15.99,2.44,69,2019-06-14,Chicago
118.46,257.65,11.23,48.15,4.8,200,2019-06-15,Chicago
90.41,130.01,19.68,40.17,0.32,338,2019-06-16,Chicago
54.86,249.15,56.12,8.68,3.39,8,2019-06-17,Chicago
192.28,90.42,14.63,31.74,2.77,35,2019-06-18,Chicago
25.23,181.38,67.09,22.52,3.02,173,2019-06-19,Chicago
161.66,217.95,20.5,40.77,8.95,59,2019-06-20,Chicago
102.32,59.16,12.16,9.14,1.68,39,2019-06-21,Chicago
193.6,240.19,22.76,49.25,1.59,426,2019-06-22,Chicago
147.93,40.47,31.08,2.87,1.77,244,2019-06-23,Chicago
46.14,79.03,12.27,26.45,4.13,494,2019-06-24,Chicago
112.2,262.65,23.74,42.81,3.87,30,2019-06-25,Chicago
138.09,210.03,24.46,41.06,6.95,246,2019-06-26,Chicago
47.15,162.47,42.99,23.26,2.51,83,2019-06-27,Chicago
115.89,85.94,60.27,48.36,3.03,65,2019-06-28,Chicago
145.98,246.09,69.53,8.12,5.74,278,2019-06-29,Chicago
18.27,125.25,37.72,34.09,8.5,69,2019-06-30,Chicago
43.42,123.54,65.5,35.55,1.72,411,2019-07-01,Chicago
176.41,261.07,38.1,44.94,5.38,24,2019-07-02,Chicago
79.17,149.5,55.77,42.5,3.96,296,2019-07-03,Chicago
92.16,158.4,45.51,2.3,1.16,57,2019-07-04,Chicago
63.92,68.46,47.01,46.86,5.14,130,2019-07-05,Chicago
112.58,126.8,30.12,2.34,1.45,435,2019-07-06,Chicago
113.69,287.52,13.97,9.33,5.8,237,2019-07-07,Chicago
175.8,33.97,64.35,45.1,5.32,453,2019-07-08,Chicago
59.64,59.53,29.25,43.16,7.69,355,2019-07-09,Chicago
37.91,66.81,99.19,39.52,5.18,44,2019-07-10,Chicago
121.44,183.13,7.84,31.78,0.18,11,2019-07-11,Chicago
14.63,77.6,46.77,31.89,3.3,238,2019-07-12,Chicago
124.38,39.54,5.57,41.94,9.01,127,2019-07-13,Chicago
71.03,213.2,61.26,24.95,9.62,49,2019-07-14,Chicago
117.44,25.49,82.29,38.6,6.88,228,2019-07-15,Chicago
134.37,69.6,43.26,27.6,7.13,319,2019-07-16,Chicago
157.93,163.11,65.99,39.19,9.03,257,2019-07-17,Chicago
113.91,136.84,28.24,39.7,7.94,98,2019-07-18,Chicago
149.59,92.51,98.4,49.98,9.01,435,2019-07-19,Chicago
171.55,24.3,30.03,24.35,2.99,418,2019-07-20,Chicago
110.12,266.32,16.64,24.32,3.92,10,2019-07-21,Chicago
106.16,220.98,43.03,33.51,7.34,418,2019-07-22,Chicago
93.39,235.81,84.36,7.73,4.36,41,2019-07-23,Chicago
97.52,258.34,88.1,6.07,9.74,417,2019-07-24,Chicago
110.43,99.18,52.24,43.38,4.57,38,2019-07-25,Chicago
55.12,194.18,77.82,17.83,9.33,486,2019-07-26,Chicago
133.83,93.16,97.82,34.14,7.35,190,2019-07-27,Chicago
137.75,254.59,20.75,33.57,8.57,93,2019-07-28,Chicago
123.71,85.76,29.45,34.54,3.53,63,2019-07-29,Chicago
79.8,164.01,10.65,4.17,5.16,468,2019-07-30,Chicago
127.29,229.44,5.53,45.97,3.3,103,2019-07-31,Chicago
90.84,135.42,21.19,37.44,7.99,56,2019-08-01,Chicago
64.17,184.68,22.23,24.03,3.88,34,2019-08-02,Chicago
87.09,201.49,11.6,33.06,0.68,140,2019-08-03,Chicago
100.91,81.33,6.56,45.06,2.29,412,2019-08-04,Chicago
101.13,108.55,27.25,13.6,8.94,66,2019-08-05,Chicago
122.69,53.8,11.41,39.2,8.6,159,2019-08-06,Chicago
193.88,271.98,16.0,6.26,9.47,366,2019-08-07,Chicago
109.42,115.34,92.89,44.26,6.72,260,2019-08-08,Chicago
199.3,84.21,43.48,14.32,9.57,449,2019-08-09,Chicago
63.11,131.5,89.64,19.53,4.73,395,2019-08-10,Chicago
195.3,162.73,20.7,49.4,1.47,200,2019-08-11,Chicago
41.8,239.31,72.72,44.95,6.87,260,2019-08-12,Chicago
14.88,149.32,55.73,49.08,6.07,267,2019-08-13,Chicago
160.55,206.69,64.07,6.66,1.2,157,2019-08-14,Chicago
128.93,191.42,31.75,42.65,6.27,121,2019-08-15,Chicago
87.2,102.41,84.58,34.29,8.95,208,2019-08-16,Chicago
189.08,102.04,7.02,46.64,4.39,80,2019-08-17,Chicago
93.16,297.09,96.02,39.3,7.11,416,2019-08-18,Chicago
65.14,259.5,7.11,2.97,1.48,150,2019-08-19,Chicago
194.66,156.04,67.09,23.92,8.59,50,2019-08-20,Chicago
168.81,62.97,94.64,30.37,2.5,351,2019-08-21,Chicago
148.12,276.03,40.32,49.69,7.17,189,2019-08-22,Chicago
157.13,259.17,56.34,21.0,7.29,4,2019-08-23,Chicago
104.96,149.29,78.0,44.06,6.55,36,2019-08-24,Chicago
155.17,248.12,53.32,15.1,4.96,241,2019-08-25,Chicago
94.72,183.3,89.57,23.21,8.18,239,2019-08-26,Chicago
63.3,221.39,92.2,10.35,7.93,352,2019-08-27,Chicago
92.57,153.97,73.83,36.68,5.6,75,2019-08-28,Chicago
47.2,182.81,85.19,27.15,9.11,225,2019-08-29,Chicago
25.95,172.48,55.71,2.71,5.44,236,2019-08-30,Chicago
56.4,198.93,94.96,4.52,7.67,475,2019-08-31,Chicago
115.7,272.12,85.96,32.86,9.73,175,2019-09-01,Chicago
35.33,138.77,50.51,43.94,7.5,437,2019-09-02,Chicago
103.48,244.55,72.51,27.04,5.84,257,2019-09-03,Chicago
192.98,262.44,64.21,40.54,9.89,11,2019-09-04,Chicago
101.96,250.49,85.21,11.06,5.46,165,2019-09-05,Chicago
124.14,71.92,75.82,8.13,4.03,313,2019-09-06,Chicago
195.44,158.13,30.15,18.95,2.09,172,2019-09-07,Chicago
109.23,89.95,33.52,20.0,9.61,377,2019-09-08,Chicago
74.32,252.94,31.89,21.2,4.46,256,2019-09-09,Chicago
106.82,123.11,20.81,40.62,7.35,383,2019-09-10,Chicago
71.13,205.16,19.32,15.06,8.54,483,2019-09-11,Chicago
84.78,138.29,80.95,22.54,6.02,478,2019-09-12,Chicago
185.68,180.54,58.28,18.02,4.78,92,2019-09-13,Chicago
41.82,75.33,96.17,8.78,3.05,259,2019-09-14,Chicago
10.97,170.01,76.39,11.91,0.16,154,2019-09-15,Chicago
39.05,275.25,19.16,6.6,9.31,84,2019-09-16,Chicago
17.71,67.09,56.1,37.27,6.6,404,2019-09-17,Chicago
115.39,57.81,58.0,7.26,3.35,215,2019-09-18,Chicago
87.29,280.02,21.36,37.81,3.97,264,2019-09-19,Chicago
93.46,94.84,60.7,8.75,5.96,425,2019-09-20,Chicago
147.69,33.8,47.28,32.05,3.37,104,2019-09-21,Chicago
118.17,41.15,92.27,25.1,2.15,97,2019-09-22,Chicago
42.72,240.3,23.99,2.3,0.5,345,2019-09-23,Chicago
117.26,42.39,76.58,26.24,1.75,420,2019-09-24,Chicago
148.68,66.97,77.96,18.37,2.32,286,2019-09-25,Chicago
32.4,150.88,26.41,32.79,4.7,440,2019-09-26,Chicago
44.59,222.58,53.43,16.68,7.56,14,2019-09-27,Chicago
32.75,211.96,70.5,24.49,2.89,451,2019-09-28,Chicago
192.78,252.91,6.2,49.82,0.61,405,2019-09-29,Chicago
60.74,289.51,40.86,26.75,6.83,282,2019-09-30,Chicago
144.28,230.3,77.41,16.15,3.69,265,2019-10-01,Chicago
122.09,261.43,53.48,15.62,1.42,161,2019-10-02,Chicago
119.17,224.05,71.98,41.44,9.09,423,2019-10-03,Chicago
51.52,37.89,76.7,2.63,3.13,207,2019-10-04,Chicago
117.31,20.48,67.23,20.63,6.34,354,2019-10-05,Chicago
193.33,140.29,6.29,7.86,8.77,377,2019-10-06,Chicago
63.18,48.04,38.07,9.11,9.7,461,2019-10-07,Chicago
197.04,101.57,66.23,16.28,8.51,167,2019-10-08,Chicago
188.53,148.27,55.64,40.33,2.76,395,2019-10-09,Chicago
10.95,236.38,61.49,19.44,3.67,301,2019-10-10,Chicago
19.67,280.33,73.39,25.88,6.71,352,2019-10-11,Chicago
97.67,79.94,11.54,2.99,9.54,72,2019-10-12,Chicago
167.73,182.41,16.55,17.59,4.51,432,2019-10-13,Chicago
168.64,284.5,93.64,39.93,8.66,207,2019-10-14,Chicago
126.92,95.43,23.43,35.35,5.56,19,2019-10-15,Chicago
152.12,297.76,69.11,29.7,0.59,256,2019-10-16,Chicago
128.45,206.42,57.49,48.25,5.51,103,2019-10-17,Chicago
13.9,284.49,84.81,21.41,6.67,217,2019-10-18,Chicago
118.4,245.87,45.34,24.38,1.69,290,2019-10-19,Chicago
125.91,121.68,40.5,37.4,4.29,146,2019-10-20,Chicago
63.75,71.75,6.12,29.86,1.89,266,2019-10-21,Chicago
136.81,20.86,16.63,20.89,3.84,140,2019-10-22,Chicago
120.25,152.75,50.54,41.18,9.07,93,2019-10-23,Chicago
175.29,180.03,65.47,8.26,9.78,401,2019-10-24,Chicago
194.2,278.37,99.15,37.3,2.56,4,2019-10-25,Chicago
125.88,226.28,40.3,34.78,1.07,239,2019-10-26,Chicago
167.58,62.49,99.21,20.94,7.2,79,2019-10-27,Chicago
95.94,170.59,11.75,39.51,1.15,318,2019-10-28,Chicago
46.34,187.58,54.72,12.73,7.5,183,2019-10-29,Chicago
61.4,98.59,22.49,5.3,0.91,468,2019-10-30,Chicago
173.7,202.88,87.37,2.18,0.47,138,2019-10-31,Chicago
166.06,91.52,92.59,30.28,4.63,62,2019-11-01,Chicago
40.31,38.63,64.7,17.19,2.51,143,2019-11-02,Chicago
69.81,157.98,70.83,2.3,3.83,160,2019-11-03,Chicago
75.75,124.94,6.62,18.58,8.91,53,2019-11-04,Chicago
149.84,145.4,78.38,30.11,5.45,393,2019-11-05,Chicago
187.87,267.21,86.92,16.64,0.15,371,2019-11-06,Chicago
23.76,23.5,87.17,30.05,5.31,364,2019-11-07,Chicago
139.12,225.56,11.75,34.51,1.18,322,2019-11-08,Chicago
115.65,281.06,80.74,40.91,2.15,129,2019-11-09,Chicago
146.28,219.08,48.74,19.24,2.67,83,2019-11-10,Chicago
41.9,113.11,61.05,41.66,5.0,231,2019-11-11,Chicago
124.08,281.54,75.05,33.69,1.12,318,2019-11-12,Chicago
199.06,121.17,63.01,7.12,6.5,450,2019-11-13,Chicago
28.69,117.22,8.42,30.3,3.76,369,2019-11-14,Chicago
146.28,33.13,68.61,4.14,0.37,39,2019-11-15,Chicago
33.85,119.85,92.26,17.39,1.45,43,2019-11-16,Chicago
158.48,55.44,66.35,29.79,1.67,256,2019-11-17,Chicago
26.81,129.32,25.97,11.86,7.95,238,2019-11-18,Chicago
161.47,200.0,70.28,25.37,3.9,431,2019-11-19,Chicago
50.66,240.15,46.03,47.76,3.88,193,2019-11-20,Chicago
161.63,217.41,14.68,31.3,3.8,412,2019-11-21,Chicago
67.16,43.68,92.38,25.7,6.83,360,2019-11-22,Chicago
186.87,108.61,46.13,6.46,9.15,349,2019-11-23,Chicago
57.42,285.64,33.11,34.57,2.76,416,2019-11-24,Chicago
87.64,39.8,53.42,31.57,8.47,33,2019-11-25,Chicago
27.65,92.22,39.86,40.67,7.32,356,2019-11-26,Chicago
31.44,65.54,33.03,48.07,2.03,493,2019-11-27,Chicago
58.43,145.33,45.59,32.66,2.7,9,2019-11-28,Chicago
156.18,253.05,50.96,6.89,4.07,244,2019-11-29,Chicago
157.35,74.16,86.57,39.45,7.67,42,2019-11-30,Chicago
120.97,186.69,31.66,29.11,1.82,122,2019-12-01,Chicago
138.4,277.73,95.45,4.84,8.67,278,2019-12-02,Chicago
166.44,269.77,10.51,40.4,8.54,267,2019-12-03,Chicago
65.42,169.65,75.64,36.67,2.41,169,2019-12-04,Chicago
143.15,280.26,49.79,45.85,3.26,452,2019-12-05,Chicago
177.18,107.89,44.66,43.83,8.42,442,2019-12-06,Chicago
104.29,252.31,83.44,11.44,9.45,194,2019-12-07,Chicago
135.72,62.21,55.2,8.21,2.94,125,2019-12-08,Chicago
58.52,38.97,14.36,2.14,2.09,50,2019-12-09,Chicago
145.7,208.44,97.49,10.23,4.23,446,2019-12-10,Chicago
178.4,286.84,78.49,6.36,2.21,179,2019-12-11,Chicago
104.56,57.84,74.55,37.26,0.28,361,2019-12-12,Chicago
191.38,160.56,97.24,10.83,6.87,281,2019-12-13,Chicago
105.48,290.96,90.06,26.8,2.67,374,2019-12-14,Chicago
105.67,205.18,67.65,8.63,9.76,31,2019-12-15,Chicago
13.77,170.42,46.45,4.26,0.25,25,2019-12-16,Chicago
59.24,52.59,16.7,15.24,4.56,306,2019-12-17,Chicago
19.35,157.97,32.62,24.96,0.41,193,2019-12-18,Chicago
69.64,186.41,95.93,38.55,3.29,437,2019-12-19,Chicago
115.48,137.73,23.1,45.4,3.63,309,2019-12-20,Chicago
111.71,216.34,76.23,16.59,9.81,38,2019-12-21,Chicago
15.25,217.21,33.03,47.0,4.2,415,2019-12-22,Chicago
42.6,109.42,73.79,44.71,7.54,253,2019-12-23,Chicago
176.91,222.3,78.54,26.7,1.96,298,2019-12-24,Chicago
197.08,87.53,99.18,25.79,8.45,169,2019-12-25,Chicago
50.76,249.68,7.36,48.3,7.45,463,2019-12-26,Chicago
58.66,260.86,62.72,31.51,8.36,136,2019-12-27,Chicago
191.69,97.32,46.11,19.64,4.11,187,2019-12-28,Chicago
41.33,66.25,84.09,17.85,2.89,85,2019-12-29,Chicago
174.18,294.9,83.18,42.32,1.39,493,2019-12-30,Chicago
158.31,111.76,24.1,7.64,5.2,136,2019-12-31,Chicago
61.06,245.1,66.44,43.57,8.83,65,2020-01-01,Chicago
102.88,167.26,33.24,25.71,8.82,349,2020-01-02,Chicago
62.62,161.44,51.25,19.21,3.35,499,2020-01-03,Chicago
193.32,120.4,77.35,31.98,5.16,329,2020-01-04,Chicago
98.03,215.87,75.04,4.53,0.32,2,2020-01-05,Chicago
42.88,135.86,96.97,41.3,3.65,226,2020-01-06,Chicago
125.18,134.09,35.14,33.44,2.18,340,2020-01-07,Chicago
168.37,205.38,38.65,8.45,6.45,401,2020-01-08,Chicago
52.17,122.72,15.22,30.28,8.4,315,2020-01-09,Chicago
78.13,136.2,53.92,21.53,4.21,478,2020-01-10,Chicago
163.95,73.7,61.13,27.33,9.69,177,2020-01-11,Chicago
116.8,71.14,88.61,24.53,6.03,225,2020-01-12,Chicago
15.73,215.82,95.75,3.88,5.57,459,2020-01-13,Chicago
172.26,113.71,34.35,39.5,8.18,232,2020-01-14,Chicago
152.17,24.42,35.02,32.87,2.15,290,2020-01-15,Chicago
11.79,271.59,58.23,13.05,8.55,138,2020-01-16,Chicago
34.76,95.45,71.07,29.19,9.99,3,2020-01-17,Chicago
21.78,185.74,98.61,10.91,6.27,353,2020-01-18,Chicago
156.83,156.16,8.94,17.58,8.76,350,2020-01-19,Chicago
94.44,299.19,25.32,47.73,4.62,149,2020-01-20,Chicago
139.17,232.07,80.16,23.36,9.05,128,2020-01-21,Chicago
37.14,58.66,13.31,45.29,5.56,174,2020-01-22,Chicago
185.68,42.08,58.33,47.31,0.23,457,2020-01-23,Chicago
114.56,171.99,79.7,42.55,1.31,498,2020-01-24,Chicago
41.82,205.34,99.7,47.41,8.91,245,2020-01-25,Chicago
25.7,261.32,18.5,40.39,1.55,329,2020-01-26,Chicago
44.02,238.8,80.18,48.25,3.23,183,2020-01-27,Chicago
25.49,77.93,63.9,45.01,6.0,230,2020-01-28,Chicago
47.64,130.98,16.41,5.46,4.7,419,2020-01-29,Chicago
133.08,182.55,43.4,48.79,5.62,361,2020-01-30,Chicago
112.23,136.8,15.77,18.66,1.39,366,2020-01-31,Chicago
56.52,258.99,39.81,36.16,9.43,370,2020-02-01,Chicago
39.77,219.03,89.48,21.78,2.77,109,2020-02-02,Chicago
17.1,236.6,16.14,9.39,8.95,467,2020-02-03,Chicago
84.35,234.81,99.79,39.93,0.63,179,2020-02-04,Chicago
22.43,163.58,74.2,24.77,5.31,51,2020-02-05,Chicago
179.26,132.97,14.98,5.24,7.46,166,2020-02-06,Chicago
89.17,184.66,45.82,36.56,5.45,419,2020-02-07,Chicago
126.32,79.05,25.39,10.28,9.34,243,2020-02-08,Chicago
60.22,36.75,77.29,49.99,6.82,159,2020-02-09,Chicago
110.81,55.68,61.89,18.62,4.91,317,2020-02-10,Chicago
94.21,285.35,29.41,9.45,8.1,264,2020-02-11,Chicago
10.62,71.61,12.18,33.82,3.28,148,2020-02-12,Chicago
113.82,130.21,58.93,23.31,3.76,256,2020-02-13,Chicago
104.83,139.03,23.86,26.18,9.59,161,2020-02-14,Chicago
116.82,270.1,19.82,40.15,2.25,213,2020-02-15,Chicago
177.3,76.89,81.18,27.83,8.94,86,2020-02-16,Chicago
28.09,130.35,69.32,19.47,3.79,493,2020-02-17,Chicago
123.96,46.12,39.53,15.48,9.94,133,2020-02-18,Chicago
177.18,269.39,38.76,44.25,8.47,134,2020-02-19,Chicago
